bedrooms,bathrooms,toilets,parking_space,title,town,state,price,listing_type
4,4,5,3,Semi Detached Duplex,Ikoyi,Lagos,275000000,sale
5,4,6,8,Detached Duplex,Lekki,Lagos,120000000,rent
4,4,5,3,Semi Detached Duplex,Karsana,Abuja,35500000,rent
4,5,5,5,Semi Detached Duplex,Lekki,Lagos,140000000,rent
4,4,5,5,Terraced Duplexes,Lekki,Lagos,50000000,rent
5,5,6,4,Detached Duplex,Lekki,Lagos,76000000,rent
5,5,6,5,Detached Duplex,Ikeja,Lagos,150000000,sale
3,5,5,6,Detached Bungalow,Lugbe District,Abuja,33500000,rent
4,5,5,5,Terraced Duplexes,Life Camp,Abuja,50000000,rent
4,4,4,1,Detached Duplex,Kaura,Abuja,95000000,rent
4,5,5,4,Terraced Duplexes,Katampe,Abuja,90000000,rent
3,3,4,2,Terraced Duplexes,Karmo,Abuja,27000000,rent
4,5,5,4,Detached Duplex,Lekki,Lagos,57000000,rent
4,5,5,4,Detached Duplex,Ilupeju,Lagos,90000000,rent
5,6,6,8,Detached Duplex,Lekki,Lagos,250000000,sale
4,5,5,1,Terraced Duplexes,Gwarinpa,Abuja,60000000,rent
4,5,6,6,Detached Duplex,Durumi,Abuja,130000000,rent
3,3,4,4,Detached Bungalow,Kafe,Abuja,50000000,rent
3,4,4,6,Detached Bungalow,Gwarinpa,Abuja,50000000,rent
5,6,6,4,Detached Duplex,Lekki,Lagos,148000000,rent
5,6,6,3,Detached Duplex,Lekki,Lagos,83000000,rent
4,4,5,6,Semi Detached Duplex,Galadimawa,Abuja,18000000,rent
4,4,4,6,Detached Bungalow,Gbagada,Lagos,38000000,rent
4,4,5,4,Detached Duplex,Magodo,Lagos,120000000,rent
5,5,6,4,Terraced Duplexes,Galadimawa,Abuja,45000000,rent
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,180000000,sale
4,4,4,4,Detached Duplex,Ikeja,Lagos,85000000,rent
5,5,6,4,Detached Duplex,Isheri North,Lagos,60000000,rent
5,6,6,1,Detached Duplex,Lekki,Lagos,95000000,rent
3,4,5,3,Terraced Duplexes,Wuye,Abuja,65000000,rent
6,6,7,4,Detached Duplex,Isheri,Lagos,150000000,sale
4,5,5,4,Semi Detached Duplex,Ikeja,Lagos,95000000,rent
5,6,6,3,Semi Detached Duplex,Lekki,Lagos,125000000,rent
4,4,6,4,Detached Duplex,Ajah,Lagos,65000000,rent
4,5,5,4,Terraced Duplexes,Gbagada,Lagos,65000000,rent
5,5,5,5,Semi Detached Bungalow,Ibeju Lekki,Lagos,34000000,rent
4,5,5,4,Detached Duplex,Kaura,Abuja,95000000,rent
6,5,5,4,Detached Bungalow,Ibeju Lekki,Lagos,18000000,rent
5,6,5,6,Detached Duplex,Ajah,Lagos,90000000,rent
5,5,6,4,Detached Duplex,Surulere,Lagos,200000000,sale
4,5,5,4,Detached Duplex,Lugbe District,Abuja,48000000,rent
5,5,6,4,Terraced Duplexes,Maitama District,Abuja,165666666,sale
6,6,6,4,Detached Duplex,Ojodu,Lagos,55000000,rent
6,6,6,4,Detached Duplex,Surulere,Lagos,95000000,rent
4,5,5,7,Semi Detached Bungalow,Katampe,Abuja,90000000,rent
4,4,5,3,Terraced Duplexes,Galadimawa,Abuja,27000000,rent
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,48000000,rent
4,4,4,4,Terraced Duplexes,Guzape District,Abuja,95000000,rent
3,5,4,4,Semi Detached Duplex,Kubwa,Abuja,43000000,rent
3,3,4,4,Block of Flats,Ikeja,Lagos,55000000,rent
6,6,7,6,Detached Duplex,Kado,Abuja,220000000,sale
6,6,7,4,Detached Duplex,Kado,Abuja,120000000,rent
4,4,5,4,Detached Duplex,Kaura,Abuja,145000000,rent
4,5,6,3,Terraced Duplexes,Lekki,Lagos,84000000,rent
6,6,7,8,Detached Duplex,Lekki,Lagos,250000000,sale
3,3,4,4,Detached Bungalow,Ojodu,Lagos,31000000,rent
4,4,4,4,Terraced Duplexes,Ajah,Lagos,50000000,rent
5,6,7,5,Detached Duplex,Lekki,Lagos,105000000,rent
4,4,5,5,Detached Bungalow,Ikorodu,Lagos,14000000,rent
5,5,6,5,Detached Duplex,Lugbe District,Abuja,75000000,rent
4,4,4,5,Detached Duplex,Lekki,Lagos,65000000,rent
4,5,6,4,Detached Duplex,Gaduwa,Abuja,150000000,sale
6,6,7,5,Detached Duplex,Lekki,Lagos,150000000,sale
3,3,4,4,Detached Duplex,Ajah,Lagos,20000000,rent
3,4,4,4,Detached Bungalow,Galadimawa,Abuja,27000000,rent
4,5,5,3,Terraced Duplexes,Gaduwa,Abuja,28000000,rent
4,4,5,6,Detached Duplex,Gwarinpa,Abuja,130000000,rent
4,5,5,2,Detached Duplex,Alimosho,Lagos,12000000,rent
4,5,5,4,Terraced Duplexes,Kubwa,Abuja,35900000,rent
3,5,5,4,Semi Detached Duplex,Lekki,Lagos,38000000,rent
4,6,5,1,Terraced Duplexes,Wuse 2,Abuja,85000000,rent
5,5,6,4,Detached Duplex,Magodo,Lagos,95000000,rent
5,6,6,4,Terraced Duplexes,Life Camp,Abuja,50000000,rent
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,40000000,rent
5,6,6,6,Detached Duplex,Lekki,Lagos,195000000,sale
4,5,5,4,Detached Bungalow,Ajah,Lagos,22000000,rent
4,4,4,3,Semi Detached Duplex,Galadimawa,Abuja,40000000,rent
4,4,4,8,Detached Duplex,Ikoyi,Lagos,150000000,sale
5,6,6,4,Detached Duplex,Lekki,Lagos,88000000,rent
4,4,5,8,Detached Duplex,Ajah,Lagos,48000000,rent
5,4,6,4,Detached Duplex,Lekki,Lagos,56025000,rent
4,4,6,4,Detached Duplex,Apo,Abuja,120000000,rent
3,4,5,3,Terraced Duplexes,Lekki,Lagos,42000000,rent
4,4,5,2,Terraced Duplexes,Lekki,Lagos,82000000,rent
4,4,5,4,Terraced Duplexes,Life Camp,Abuja,55000000,rent
5,5,4,4,Detached Duplex,Lekki,Lagos,130000000,rent
4,4,5,7,Detached Duplex,Lekki,Lagos,110000000,rent
5,5,6,5,Detached Duplex,Ajah,Lagos,95000000,rent
6,6,6,4,Detached Duplex,Lekki,Lagos,220000000,sale
4,4,5,4,Terraced Duplexes,Wuye,Abuja,40000000,rent
5,5,5,4,Detached Bungalow,Ikorodu,Lagos,30000000,rent
3,3,4,4,Block of Flats,Isolo,Lagos,45000000,rent
4,4,6,5,Semi Detached Duplex,Lekki,Lagos,180000000,sale
5,5,5,4,Detached Bungalow,Agbara-Igbesa,Lagos,13000000,rent
4,5,5,4,Terraced Duplexes,Katampe,Abuja,80000000,rent
6,6,7,4,Block of Flats,Agege,Lagos,55000000,rent
5,6,6,4,Detached Duplex,Lekki,Lagos,115000000,rent
3,4,4,1,Detached Bungalow,Apo,Abuja,35000000,rent
4,5,6,5,Detached Duplex,Ajah,Lagos,63000000,rent
4,5,5,3,Terraced Duplexes,Maitama District,Abuja,200000000,sale
5,5,5,5,Detached Duplex,Lekki,Lagos,115000000,rent
3,3,4,3,Semi Detached Duplex,Lekki,Lagos,45000000,rent
4,4,4,3,Semi Detached Duplex,Guzape District,Abuja,85000000,rent
6,6,7,4,Detached Duplex,Gwarinpa,Abuja,120000000,rent
4,4,4,4,Terraced Duplexes,Ilupeju,Lagos,100000000,rent
3,3,4,1,Block of Flats,Amuwo Odofin,Lagos,78000000,rent
4,5,6,4,Terraced Duplexes,Gwarinpa,Abuja,60000000,rent
4,4,5,4,Detached Duplex,Ikorodu,Lagos,15000000,rent
3,5,5,4,Detached Bungalow,Ipaja,Lagos,23000000,rent
3,3,4,5,Semi Detached Duplex,Karshi,Abuja,20000000,rent
3,5,5,4,Detached Bungalow,Lekki,Lagos,35000000,rent
5,5,6,8,Detached Duplex,Katampe,Abuja,250000000,sale
5,5,5,6,Detached Duplex,Magodo,Lagos,85000000,rent
5,5,6,3,Detached Duplex,Lekki,Lagos,215000000,sale
4,4,4,1,Detached Bungalow,Isolo,Lagos,22000000,rent
5,6,6,8,Detached Duplex,Ikeja,Lagos,140000000,rent
4,5,5,4,Detached Duplex,Ikeja,Lagos,180000000,sale
4,5,6,3,Terraced Duplexes,Jabi,Abuja,65000000,rent
4,4,5,3,Detached Duplex,Ajah,Lagos,63000000,rent
5,6,6,4,Detached Duplex,Lekki,Lagos,40000000,rent
4,4,6,4,Detached Duplex,Lekki,Lagos,80000000,rent
4,5,5,4,Detached Duplex,Ajah,Lagos,43000000,rent
3,3,4,4,Terraced Duplexes,Gaduwa,Abuja,35000000,rent
6,6,7,1,Detached Duplex,Agege,Lagos,70000000,rent
4,5,5,3,Semi Detached Duplex,Gwarinpa,Abuja,48000000,rent
4,5,6,3,Detached Duplex,Ajah,Lagos,54000000,rent
4,4,5,4,Terraced Duplexes,Life Camp,Abuja,35000000,rent
4,4,5,5,Detached Bungalow,Lekki,Lagos,28000000,rent
3,3,4,5,Detached Bungalow,Lokogoma District,Abuja,40000000,rent
4,4,5,2,Terraced Duplexes,Lekki,Lagos,93000000,rent
4,5,5,3,Semi Detached Duplex,Lekki,Lagos,48000000,rent
4,5,5,4,Block of Flats,Isolo,Lagos,85000000,rent
4,5,6,3,Semi Detached Duplex,Life Camp,Abuja,150000000,sale
4,4,5,3,Terraced Duplexes,Life Camp,Abuja,27000000,rent
4,6,6,8,Semi Detached Duplex,Lekki,Lagos,85000000,rent
5,5,6,4,Detached Duplex,Mabushi,Abuja,190000000,sale
3,5,5,4,Detached Duplex,Ibeju Lekki,Lagos,12000000,rent
6,5,6,4,Detached Duplex,Isheri North,Lagos,155000000,sale
5,5,5,4,Terraced Duplexes,Guzape District,Abuja,120000000,rent
5,5,6,5,Detached Duplex,Lekki,Lagos,40000000,rent
5,6,6,7,Semi Detached Duplex,Durumi,Abuja,100000000,rent
3,3,4,1,Semi Detached Bungalow,Ikoyi,Lagos,85000000,rent
5,5,6,4,Detached Duplex,Magodo,Lagos,185000000,sale
4,4,4,1,Terraced Duplexes,Kado,Abuja,150000000,sale
4,4,5,4,Terraced Duplexes,Mabushi,Abuja,180000000,sale
5,5,6,4,Detached Duplex,Life Camp,Abuja,176020999,sale
3,4,4,3,Block of Flats,Ikoyi,Lagos,260000000,sale
5,5,6,6,Detached Duplex,Lekki,Lagos,68000000,rent
4,4,5,4,Detached Bungalow,Ajah,Lagos,18000000,rent
5,3,6,4,Terraced Duplexes,Lekki,Lagos,130000000,rent
5,5,5,5,Semi Detached Duplex,Lekki,Lagos,75000000,rent
3,5,5,4,Detached Bungalow,Ajah,Lagos,80000000,rent
5,5,6,4,Detached Duplex,Kado,Abuja,200000000,sale
4,4,5,5,Semi Detached Duplex,Lekki,Lagos,125000000,rent
4,4,5,4,Detached Duplex,Ajah,Lagos,67000000,rent
3,3,4,4,Terraced Duplexes,Ajah,Lagos,45000000,rent
4,4,4,4,Semi Detached Bungalow,Badagry,Lagos,30000000,rent
4,4,5,6,Detached Duplex,Lekki,Lagos,145000000,rent
6,6,7,4,Detached Duplex,Ikeja,Lagos,155000000,sale
5,5,6,5,Terraced Duplexes,Apo,Abuja,70000000,rent
4,4,5,1,Detached Bungalow,Amuwo Odofin,Lagos,70000000,rent
5,5,6,6,Detached Duplex,Katampe,Abuja,250000000,sale
4,4,5,5,Detached Duplex,Lekki,Lagos,190000000,sale
4,4,4,5,Detached Duplex,Lekki,Lagos,85000000,rent
3,4,4,3,Terraced Duplexes,Gaduwa,Abuja,35000000,rent
6,6,7,1,Detached Duplex,Gwarinpa,Abuja,180000000,sale
4,5,5,4,Block of Flats,Shomolu,Lagos,90000000,rent
5,6,6,1,Detached Duplex,Ajah,Lagos,140000000,rent
5,5,6,6,Detached Duplex,Ikeja,Lagos,158000000,sale
5,6,7,2,Detached Duplex,Karsana,Abuja,130000000,rent
5,5,7,4,Detached Duplex,Lekki,Lagos,110000000,rent
4,4,5,6,Terraced Duplexes,Kukwaba,Abuja,100000000,rent
5,5,6,8,Detached Duplex,Ajah,Lagos,220000000,sale
4,5,5,4,Detached Duplex,Gwarinpa,Abuja,140000000,rent
4,5,5,4,Terraced Duplexes,Karmo,Abuja,40000000,rent
5,5,6,4,Detached Duplex,Isheri North,Lagos,42000000,rent
3,4,4,4,Terraced Duplexes,Ajah,Lagos,35000000,rent
4,5,5,4,Terraced Duplexes,Ajah,Lagos,49000000,rent
4,4,5,7,Detached Duplex,Gwarinpa,Abuja,150000000,sale
5,4,4,4,Semi Detached Duplex,Surulere,Lagos,80000000,rent
3,3,4,2,Block of Flats,Lekki,Lagos,75000000,rent
5,5,6,4,Detached Duplex,Agege,Lagos,80000000,rent
3,3,5,4,Detached Duplex,Ogudu,Lagos,47000000,rent
4,4,5,2,Detached Duplex,Lekki,Lagos,110000000,rent
4,5,5,4,Terraced Duplexes,Ikoyi,Lagos,220000000,sale
4,5,5,6,Semi Detached Duplex,Victoria Island (Vi),Lagos,140000000,rent
3,3,4,4,Block of Flats,Ikeja,Lagos,85000000,rent
5,5,5,5,Detached Duplex,Ikeja,Lagos,50000000,rent
5,6,6,4,Detached Duplex,Ajah,Lagos,155000000,sale
4,5,6,4,Semi Detached Duplex,Victoria Island (Vi),Lagos,125000000,rent
4,6,6,3,Semi Detached Duplex,Ajah,Lagos,60000000,rent
4,5,5,6,Terraced Duplexes,Maitama District,Abuja,200000000,sale
4,4,5,4,Terraced Duplexes,Ikeja,Lagos,85000000,rent
4,4,5,5,Semi Detached Duplex,Ajah,Lagos,63000000,rent
4,4,5,5,Terraced Duplexes,Victoria Island (Vi),Lagos,120000000,rent
3,3,4,4,Detached Bungalow,Isheri North,Lagos,30000000,rent
3,4,4,1,Semi Detached Bungalow,Lekki,Lagos,33000000,rent
5,5,5,5,Semi Detached Duplex,Lekki,Lagos,65000000,rent
4,4,4,4,Semi Detached Duplex,Lekki,Lagos,48000000,rent
3,3,4,4,Semi Detached Duplex,Ajah,Lagos,30000000,rent
4,5,5,4,Terraced Duplexes,Mabushi,Abuja,80000000,rent
4,6,6,4,Terraced Duplexes,Katampe,Abuja,65000000,rent
4,5,5,1,Detached Bungalow,Ajah,Lagos,95000000,rent
4,4,5,6,Terraced Duplexes,Kaura,Abuja,120000000,rent
4,4,5,1,Detached Duplex,Lekki,Lagos,75000000,rent
5,5,5,4,Semi Detached Bungalow,Lokogoma District,Abuja,40000000,rent
4,4,5,5,Terraced Duplexes,Katampe,Abuja,55000000,rent
4,4,5,4,Terraced Duplexes,Life Camp,Abuja,50000000,rent
4,5,6,4,Terraced Duplexes,Guzape District,Abuja,90000000,rent
4,5,6,3,Terraced Duplexes,Gudu,Abuja,65000000,rent
6,5,6,4,Semi Detached Duplex,Life Camp,Abuja,160000000,sale
4,5,5,5,Detached Duplex,Lekki,Lagos,81000000,rent
5,5,6,6,Detached Duplex,Guzape District,Abuja,260000000,sale
5,5,6,6,Detached Duplex,Magodo,Lagos,210000000,sale
3,3,4,2,Detached Bungalow,Ajah,Lagos,11000000,rent
3,5,4,1,Block of Flats,Garki,Abuja,200000000,sale
3,4,4,4,Terraced Duplexes,Apo,Abuja,60000000,rent
5,5,5,5,Detached Bungalow,Ipaja,Lagos,13000000,rent
5,5,5,4,Terraced Duplexes,Lekki,Lagos,60000000,rent
4,4,4,4,Detached Bungalow,Ojodu,Lagos,23000000,rent
5,6,6,4,Detached Duplex,Isolo,Lagos,35000000,rent
5,6,7,7,Detached Duplex,Lekki,Lagos,115000000,rent
5,5,6,3,Detached Duplex,Lekki,Lagos,159000000,sale
4,5,5,4,Terraced Duplexes,Karmo,Abuja,43000000,rent
4,4,6,5,Semi Detached Duplex,Life Camp,Abuja,48000000,rent
4,5,5,4,Block of Flats,Kubwa,Abuja,65000000,rent
5,5,6,4,Detached Duplex,Gbagada,Lagos,50000000,rent
4,4,5,3,Terraced Duplexes,Katampe,Abuja,55000000,rent
4,4,5,2,Terraced Duplexes,Lekki,Lagos,155000000,sale
5,5,6,5,Detached Duplex,Lekki,Lagos,72000000,rent
5,5,6,6,Detached Duplex,Ikeja,Lagos,52000000,rent
3,5,5,4,Block of Flats,Ifako-Ijaiye,Lagos,35000000,rent
5,5,6,4,Semi Detached Duplex,Asokoro District,Abuja,220000000,sale
3,3,4,6,Block of Flats,Isolo,Lagos,32000000,rent
4,4,5,3,Terraced Duplexes,Lekki,Lagos,164000000,sale
5,5,6,6,Detached Duplex,Lekki,Lagos,132000000,rent
3,3,4,4,Detached Bungalow,Ikorodu,Lagos,45000000,rent
5,5,6,6,Detached Duplex,Lekki,Lagos,115000005,rent
4,4,4,4,Detached Duplex,Victoria Island (Vi),Lagos,130000000,rent
3,4,5,2,Terraced Duplexes,Ajah,Lagos,47250000,rent
3,3,4,3,Detached Bungalow,Ayobo,Lagos,13500000,rent
4,4,4,4,Semi Detached Duplex,Lekki,Lagos,63000000,rent
5,6,7,4,Detached Duplex,Isheri North,Lagos,75000000,rent
4,5,5,4,Detached Duplex,Ibeju Lekki,Lagos,38000000,rent
5,6,6,5,Detached Duplex,Magodo,Lagos,68000000,rent
3,3,4,4,Block of Flats,Lekki,Lagos,31000000,rent
3,4,5,3,Terraced Duplexes,Ikoyi,Lagos,270000000,sale
3,3,4,3,Detached Bungalow,Ibeju Lekki,Lagos,44000000,rent
6,6,7,3,Terraced Duplexes,Maitama District,Abuja,220000000,sale
4,4,5,5,Semi Detached Duplex,Lekki,Lagos,82000000,rent
4,5,5,4,Semi Detached Duplex,Wuse 2,Abuja,230000000,sale
5,5,5,4,Semi Detached Duplex,Garki,Abuja,200000000,sale
3,5,5,4,Semi Detached Bungalow,Ibeju Lekki,Lagos,18000000,rent
4,4,5,3,Detached Duplex,Ajah,Lagos,62000000,rent
4,4,5,3,Terraced Duplexes,Victoria Island (Vi),Lagos,143000000,rent
4,4,5,5,Semi Detached Duplex,Kado,Abuja,70000000,rent
3,3,4,3,Terraced Duplexes,Victoria Island (Vi),Lagos,130000000,rent
4,4,5,3,Terraced Duplexes,Wuye,Abuja,110000000,rent
4,5,5,8,Detached Duplex,Kafe,Abuja,55000000,rent
3,3,4,4,Semi Detached Bungalow,Lekki,Lagos,33000000,rent
3,4,4,4,Detached Bungalow,Lugbe District,Abuja,28000000,rent
5,5,7,6,Detached Duplex,Ikeja,Lagos,250000000,sale
3,3,4,4,Detached Bungalow,Ikorodu,Lagos,30000000,rent
4,4,5,4,Detached Duplex,Ibeju Lekki,Lagos,78000000,rent
4,5,5,5,Terraced Duplexes,Karmo,Abuja,60000000,rent
5,5,5,4,Terraced Duplexes,Wuse 2,Abuja,160000000,sale
5,5,6,6,Detached Duplex,Katampe,Abuja,200000000,sale
3,4,4,4,Block of Flats,Mpape,Abuja,120000000,rent
4,4,4,5,Detached Bungalow,Lugbe District,Abuja,35000000,rent
4,3,4,3,Semi Detached Duplex,Lekki,Lagos,45000000,rent
3,5,5,4,Block of Flats,Ikeja,Lagos,46000000,rent
6,6,7,1,Detached Duplex,Katampe,Abuja,125000000,rent
3,3,4,3,Terraced Duplexes,Karsana,Abuja,40000000,rent
4,5,5,1,Block of Flats,Ikoyi,Lagos,22000000,rent
3,3,4,3,Semi Detached Bungalow,Ibeju Lekki,Lagos,19500000,rent
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,140000000,rent
5,5,6,4,Semi Detached Duplex,Katampe,Abuja,160000000,sale
4,4,5,4,Detached Duplex,Lekki,Lagos,66000000,rent
4,5,6,4,Semi Detached Duplex,Lekki,Lagos,50000000,rent
3,3,4,6,Detached Bungalow,Ajah,Lagos,27000000,rent
4,4,5,3,Detached Duplex,Ajah,Lagos,85000000,rent
3,5,5,4,Detached Duplex,Lekki,Lagos,37000000,rent
4,4,5,2,Detached Duplex,Lekki,Lagos,130000000,rent
3,3,4,4,Block of Flats,Ajah,Lagos,25000000,rent
3,3,4,3,Detached Bungalow,Ajah,Lagos,38000000,rent
5,5,6,5,Semi Detached Duplex,Maryland,Lagos,58000000,rent
5,5,6,5,Detached Duplex,Isheri North,Lagos,80000000,rent
5,5,6,1,Detached Duplex,Ajah,Lagos,120000000,rent
4,5,5,4,Terraced Duplexes,Victoria Island (Vi),Lagos,225000000,sale
5,6,6,1,Detached Duplex,Victoria Island (Vi),Lagos,170000000,sale
3,3,4,4,Detached Bungalow,Agege,Lagos,35000000,rent
4,4,5,2,Terraced Duplexes,Ibeju Lekki,Lagos,35000000,rent
5,4,6,5,Detached Duplex,Lekki,Lagos,140000000,rent
5,5,5,4,Detached Duplex,Ikeja,Lagos,90000000,rent
5,5,5,6,Detached Duplex,Lekki,Lagos,135000000,rent
4,4,5,4,Semi Detached Duplex,Ikeja,Lagos,80000000,rent
5,5,5,4,Detached Duplex,Ikotun,Lagos,270000000,sale
4,5,5,3,Terraced Duplexes,Victoria Island (Vi),Lagos,150000000,sale
4,4,5,3,Terraced Duplexes,Ajah,Lagos,42000000,rent
4,5,5,4,Detached Duplex,Lugbe District,Abuja,26000000,rent
4,4,5,4,Terraced Duplexes,Ikoyi,Lagos,165000000,sale
4,5,5,4,Semi Detached Duplex,Gwarinpa,Abuja,90000000,rent
5,5,5,4,Detached Duplex,Gwarinpa,Abuja,110000000,rent
4,5,5,4,Semi Detached Duplex,Ikeja,Lagos,75000000,rent
3,4,5,3,Semi Detached Duplex,Lekki,Lagos,33000000,rent
4,4,4,5,Detached Duplex,Lokogoma District,Abuja,36000000,rent
5,5,6,5,Detached Bungalow,Isheri North,Lagos,45000000,rent
3,3,4,4,Detached Bungalow,Galadimawa,Abuja,55000000,rent
5,5,6,4,Terraced Duplexes,Lekki,Lagos,50000000,rent
4,4,5,5,Detached Duplex,Ikeja,Lagos,115000000,rent
4,4,5,4,Semi Detached Duplex,Ikeja,Lagos,150000000,sale
5,5,5,2,Detached Duplex,Lekki,Lagos,140000000,rent
4,4,4,3,Detached Bungalow,Ikorodu,Lagos,20000000,rent
3,3,4,4,Semi Detached Duplex,Ajah,Lagos,27000000,rent
4,4,5,7,Detached Duplex,Galadimawa,Abuja,70000000,rent
4,4,5,2,Terraced Duplexes,Victoria Island (Vi),Lagos,125000000,rent
4,5,5,4,Terraced Duplexes,Ajah,Lagos,25000000,rent
3,3,4,4,Detached Duplex,Ikoyi,Lagos,200000000,sale
3,3,4,4,Block of Flats,Ajah,Lagos,100000000,rent
4,5,6,4,Detached Duplex,Lekki,Lagos,58000000,rent
4,4,5,5,Terraced Duplexes,Life Camp,Abuja,29000000,rent
4,5,5,4,Detached Duplex,Victoria Island (Vi),Lagos,150000000,sale
4,4,4,4,Detached Duplex,Lekki,Lagos,200000000,sale
4,4,5,3,Semi Detached Bungalow,Ajah,Lagos,45000000,rent
3,3,4,4,Detached Bungalow,Ikorodu,Lagos,15000000,rent
3,3,5,4,Block of Flats,Victoria Island (Vi),Lagos,120000000,rent
5,6,6,8,Detached Duplex,Gwarinpa,Abuja,200000000,sale
3,3,4,3,Detached Duplex,Lekki,Lagos,140000000,rent
6,6,7,4,Detached Duplex,Magodo,Lagos,230000000,sale
5,5,5,4,Detached Duplex,Lekki,Lagos,38000000,rent
4,4,4,3,Semi Detached Duplex,Ajah,Lagos,70000000,rent
4,5,6,3,Semi Detached Duplex,Lekki,Lagos,95000000,rent
5,5,6,4,Detached Duplex,Ibeju Lekki,Lagos,120000000,rent
4,4,5,4,Terraced Duplexes,Idu Industrial,Abuja,40000000,rent
3,4,4,3,Detached Duplex,Jahi,Abuja,38000000,rent
4,4,5,3,Detached Duplex,Ikoyi,Lagos,250000000,sale
4,4,5,4,Detached Bungalow,Ayobo,Lagos,29000000,rent
4,4,5,4,Block of Flats,Life Camp,Abuja,35000000,rent
3,3,4,4,Terraced Duplexes,Ibeju Lekki,Lagos,28500000,rent
3,3,4,4,Detached Bungalow,Victoria Island (Vi),Lagos,200000000,sale
5,4,5,2,Detached Duplex,Lekki,Lagos,130000000,rent
6,6,6,5,Detached Duplex,Lekki,Lagos,200000000,sale
4,5,5,4,Detached Duplex,Lekki,Lagos,170000000,sale
3,3,4,2,Terraced Duplexes,Ajah,Lagos,42000000,rent
6,6,6,8,Detached Duplex,Ikeja,Lagos,100000000,rent
4,4,5,3,Terraced Duplexes,Lekki,Lagos,108000000,rent
3,3,4,3,Block of Flats,Galadimawa,Abuja,25000000,rent
3,3,4,4,Terraced Duplexes,Lekki,Lagos,30000000,rent
5,5,6,7,Detached Duplex,Ajah,Lagos,75000000,rent
4,6,6,3,Terraced Duplexes,Lekki,Lagos,65000000,rent
4,4,4,6,Semi Detached Duplex,Lekki,Lagos,110000000,rent
5,5,6,5,Detached Duplex,Ikeja,Lagos,235000000,sale
4,6,6,6,Semi Detached Duplex,Lekki,Lagos,40000000,rent
3,5,5,4,Semi Detached Bungalow,Surulere,Lagos,50000000,rent
5,5,6,4,Terraced Duplexes,Guzape District,Abuja,60000000,rent
3,4,5,3,Terraced Duplexes,Lekki,Lagos,27000000,rent
3,3,4,1,Detached Bungalow,Bwari,Abuja,25000000,rent
4,4,4,4,Semi Detached Duplex,Lekki,Lagos,140000000,rent
4,5,6,4,Terraced Duplexes,Katampe,Abuja,85000000,rent
5,5,6,5,Detached Duplex,Ajah,Lagos,78000000,rent
3,3,4,5,Detached Bungalow,Ibeju Lekki,Lagos,38000000,rent
4,4,5,3,Terraced Duplexes,Karsana,Abuja,30000000,rent
5,6,5,4,Detached Duplex,Ikeja,Lagos,250000000,sale
5,5,6,3,Detached Duplex,Victoria Island (Vi),Lagos,115000000,rent
5,5,5,4,Detached Duplex,Ogudu,Lagos,160000000,sale
4,5,5,4,Detached Duplex,Apo,Abuja,115000000,rent
3,3,4,3,Block of Flats,Victoria Island (Vi),Lagos,155000000,sale
4,5,5,4,Terraced Duplexes,Maitama District,Abuja,240000000,sale
4,5,5,4,Block of Flats,Agege,Lagos,86000000,rent
4,4,5,2,Semi Detached Duplex,Ajah,Lagos,55000000,rent
4,4,5,3,Detached Duplex,Asokoro District,Abuja,215000000,sale
4,4,5,1,Detached Duplex,Lokogoma District,Abuja,75000000,rent
3,3,4,4,Block of Flats,Ikeja,Lagos,125000000,rent
4,4,4,4,Detached Duplex,Lekki,Lagos,38000000,rent
5,5,5,5,Detached Duplex,Ikeja,Lagos,230000000,sale
4,5,5,4,Detached Bungalow,Surulere,Lagos,55000000,rent
4,4,5,4,Terraced Duplexes,Katampe,Abuja,62500000,rent
4,4,4,2,Semi Detached Duplex,Asokoro District,Abuja,65000000,rent
3,3,4,4,Semi Detached Bungalow,Surulere,Lagos,50000000,rent
5,6,6,4,Detached Duplex,Ajah,Lagos,90000000,rent
4,5,5,4,Block of Flats,Ipaja,Lagos,125000000,rent
5,5,5,4,Detached Duplex,Guzape District,Abuja,170000000,sale
4,4,4,1,Semi Detached Duplex,Kado,Abuja,270000000,sale
3,3,4,3,Block of Flats,Jabi,Abuja,23500000,rent
4,5,5,4,Block of Flats,Surulere,Lagos,60000000,rent
4,5,6,4,Terraced Duplexes,Ikeja,Lagos,75000000,rent
4,5,4,6,Detached Duplex,Ikeja,Lagos,150000000,sale
4,6,6,4,Detached Duplex,Lekki,Lagos,40000000,rent
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,180000000,sale
4,4,4,6,Detached Duplex,Ajah,Lagos,65000000,rent
5,6,7,5,Semi Detached Duplex,Ajah,Lagos,70000000,rent
4,4,5,4,Detached Bungalow,Ogudu,Lagos,58000000,rent
4,4,5,3,Terraced Duplexes,Lekki,Lagos,48990000,rent
3,3,5,3,Terraced Duplexes,Ajah,Lagos,35000000,rent
5,6,7,4,Detached Duplex,Lekki,Lagos,60000000,rent
4,4,5,5,Terraced Duplexes,Jabi,Abuja,60000000,rent
5,5,6,4,Detached Duplex,Life Camp,Abuja,235000000,sale
5,6,5,4,Detached Duplex,Lekki,Lagos,65000000,rent
